algorithm,objective,K,psnr_mean,psnr_std,ssim_mean,ssim_std,uniformity_mean,uniformity_std,time_mean,time_std,n_runs
StandardDE,kapur,12,30.99372157574592,3.8182053168213397,0.9021818477489768,0.030330904332815285,0.9968159187193127,0.006151556856285737,0.6752431768070285,0.008834191115202075,300
StandardDE,otsu,3,24.53485282583042,1.179848784039072,0.7466723151136403,0.03453446010849541,0.9927138431702652,0.001838592749952658,0.3160792374929102,0.003578996095925672,300
StandardDE,otsu,5,28.27313285128855,1.1284207695483754,0.8441435396203993,0.028390667043267738,0.9969314455968258,0.0007156088855780859,0.3756749126773017,0.004262520802409131,300
StandardDE,otsu,7,30.51729998474307,1.1585922938335842,0.8865740008589804,0.01887561634440808,0.9981671052861028,0.0004430527782542833,0.4344923341600224,0.004870098001918429,300
StandardDE,otsu,9,32.18264791712543,1.2320008969921887,0.9119351035143531,0.01634868333763426,0.9987471442210785,0.0003140087992319256,0.4924510430692074,0.004731138764320412,300
StandardDE,otsu,11,33.46483014194509,1.274079402975516,0.928697653930159,0.014412764244253836,0.9990661084135064,0.00023797086618626662,0.5527624781941995,0.013155281370948057,300
StandardDE,otsu,12,34.03747921050302,1.2256464813170367,0.9345268990392852,0.013343315905456005,0.9991836985077404,0.00020325051132434079,0.580591776111784,0.00819892884594697,300
StandardDE,tsallis,3,19.966485838517656,1.5136511397886208,0.7378387780229827,0.0383728469930008,0.978486172615506,0.00852372753004658,0.3431594627870557,0.009547248144358454,300
StandardDE,tsallis,5,22.300096381563563,1.9376080218431306,0.8138808350243585,0.03267320896377242,0.9868305562149864,0.007213297934266387,0.4109319119217495,0.056576274603366714,300
StandardDE,tsallis,7,24.9332184537855,2.7536757885378553,0.8559392486007448,0.025274212301075776,0.9919051540332375,0.006821739288006148,0.46646792967182893,0.010729651834755416,300
StandardDE,tsallis,9,26.711974195152848,3.162598634412914,0.8831227823247128,0.02793328381482091,0.9940942705423119,0.006292302917003441,0.5285684133561639,0.017085591815208575,300
StandardDE,tsallis,11,28.028833381957053,3.274827868655448,0.900602880751255,0.027517040321825142,0.9954218752873342,0.005545946378224983,0.5893832251476124,0.007756193021025988,300
StandardDE,tsallis,12,28.652610547480812,3.5674986234865327,0.9051999682267122,0.02890093411052006,0.9957294726076873,0.005768670206477823,0.6201029424152027,0.009200448070110912,300
